ticket_id,customer_id,order_id,data_abertura,data_fechamento,canal_entrada,categoria_problema,status_atendimento,texto_cliente,nota_csat,tempo_primeira_resposta_minutos,custo_operacional_ticket
TKT-010522,CLI-06160,ORD-068498,2025-01-14 18:24:57,2025-01-16 08:24:57,ChatBot,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,0.0,2.0
TKT-010523,CLI-11830,ORD-003601,2025-09-10 19:01:40,2025-09-13 20:01:40,ChatBot,Defeito,Resolvido,O produto chegou com defeito de fabricação.,3.0,3.0,2.0
TKT-010524,CLI-11830,ORD-061427,2024-05-03 11:09:56,2025-12-31 23:59:00,E-mail,Dúvida Técnica,Em Análise,"Não consigo acessar minha conta, esqueci a senha.",3.0,432.0,15.0
TKT-010525,CLI-02924,ORD-068961,2024-04-07 10:44:22,2024-04-11 03:44:22,WhatsApp,Dúvida Técnica,Resolvido,O app não carrega a página de checkout.,3.0,8.0,15.0
TKT-010526,CLI-11830,ORD-056175,2025-04-30 17:52:17,2025-04-30 18:52:17,Telefone,Defeito,Resolvido,O produto chegou com defeito de fabricação.,3.0,13.0,15.0
TKT-010527,CLI-00583,ORD-026501,2024-11-03 19:23:59,2024-11-06 04:23:59,Telefone,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",1.0,13.0,15.0
TKT-010528,CLI-11830,ORD-008967,2023-03-30 22:13:37,2023-04-03 19:13:37,ChatBot,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,3.0,1.0,2.0
TKT-010529,CLI-11830,ORD-077888,2025-10-04 18:28:55,2025-10-06 04:28:55,ChatBot,Defeito,Resolvido,A costura estava totalmente solta quando abri a embalagem.,3.0,0.0,2.0
TKT-010530,CLI-06160,ORD-075465,2023-02-17 12:24:38,2023-02-18 17:24:38,WhatsApp,Onde está meu pedido?,Escalado para N2,Cadê meu produto? Já passou da data prevista.,3.0,8.0,15.0
TKT-010531,CLI-11830,ORD-072486,2025-04-08 16:54:29,2025-12-31 23:59:00,WhatsApp,Onde está meu pedido?,Aberto,Comprei semana passada e nada até agora. Péssimo.,3.0,11.0,15.0
TKT-010532,CLI-13668,ORD-063850,2025-04-23 22:26:28,2025-04-27 15:26:28,ChatBot,Elogio,Resolvido,"Embalagem linda, presente perfeito. Obrigada!",5.0,1.0,2.0
TKT-010533,CLI-07163,ORD-046159,2025-11-26 20:24:51,2025-11-29 01:24:51,E-mail,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,4.0,112.0,15.0
TKT-010534,CLI-01729,ORD-028816,2023-03-15 13:49:15,2023-03-16 14:49:15,WhatsApp,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,1.0,12.0,15.0
TKT-010535,CLI-14211,ORD-019570,2024-11-12 14:17:39,2024-11-15 08:17:39,Reclame Aqui,Elogio,Resolvido,"Melhor loja online que já comprei, recomendo muito.",5.0,1400.0,45.0
TKT-010536,CLI-03910,ORD-006706,2024-04-28 07:52:41,2024-04-29 07:52:41,E-mail,Pagamento não aprovado,Resolvido,O boleto venceu e não consigo gerar outro.,1.0,351.0,15.0
TKT-010537,CLI-01729,ORD-058693,2023-12-28 09:48:37,2023-12-31 14:48:37,E-mail,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",5.0,120.0,15.0
TKT-010538,CLI-01729,ORD-067413,2023-04-25 14:57:04,2023-04-27 13:57:04,E-mail,Troca de Tamanho,Escalado para N2,"Quero fazer uma troca, o produto não serviu.",3.0,140.0,15.0
TKT-010539,CLI-01729,ORD-064229,2024-10-11 18:55:48,2024-10-12 19:55:48,ChatBot,Elogio,Resolvido,"Atendimento impecável, vocês são os melhores!",5.0,1.0,2.0
TKT-010540,CLI-10455,ORD-027487,2024-06-18 10:18:53,2024-06-21 21:18:53,ChatBot,Defeito,Resolvido,Comprei e já veio com problema. Péssima qualidade.,4.0,0.0,2.0
TKT-010541,CLI-04141,ORD-022593,2023-05-09 22:26:04,2023-05-13 05:26:04,E-mail,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",1.0,108.0,15.0
TKT-010542,CLI-01729,ORD-074245,2024-11-22 20:12:13,2024-11-24 18:12:13,E-mail,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",2.0,414.0,15.0
TKT-010543,CLI-11830,ORD-020989,2025-03-27 10:50:33,2025-12-31 23:59:00,ChatBot,Dúvida Técnica,Em Análise,Como aplico o cupom de desconto?,4.0,0.0,2.0
TKT-010544,CLI-01729,ORD-019755,2025-05-03 21:05:37,2025-05-06 20:05:37,E-mail,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,5.0,382.0,15.0
TKT-010545,CLI-08263,ORD-055038,2025-10-21 12:55:18,2025-10-24 23:55:18,E-mail,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",4.0,409.0,15.0
TKT-010546,CLI-01729,ORD-018150,2024-04-02 07:58:11,2024-04-02 21:58:11,WhatsApp,Pagamento não aprovado,Escalado para N2,Tentei pagar três vezes e não consigo finalizar o pedido.,4.0,10.0,15.0
TKT-010547,CLI-14211,ORD-040078,2025-11-26 20:55:54,2025-11-27 09:55:54,E-mail,Dúvida Técnica,Resolvido,Como aplico o cupom de desconto?,4.0,364.0,15.0
TKT-010548,CLI-01729,ORD-031571,2025-08-31 15:30:22,2025-12-31 23:59:00,E-mail,Onde está meu pedido?,Em Análise,Comprei semana passada e nada até agora. Péssimo.,4.0,420.0,15.0
TKT-010549,CLI-11830,ORD-028980,2023-12-01 22:48:17,2023-12-03 08:48:17,E-mail,Elogio,Resolvido,"Qualidade excelente, com certeza vou comprar novamente.",5.0,91.0,15.0
TKT-010550,CLI-11830,ORD-049270,2023-07-10 18:11:53,2023-07-14 10:11:53,WhatsApp,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,3.0,6.0,15.0
TKT-010551,CLI-11830,ORD-058116,2024-05-05 14:33:17,2024-05-08 14:33:17,WhatsApp,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",3.0,8.0,15.0
TKT-010552,CLI-04627,ORD-007890,2024-03-26 19:27:17,2024-03-30 17:27:17,Reclame Aqui,Pagamento não aprovado,Escalado para N2,Meu pagamento não foi aprovado mas o valor foi debitado.,3.0,609.0,45.0
TKT-010553,CLI-11830,ORD-026241,2024-10-28 14:48:56,2024-10-30 06:48:56,Reclame Aqui,Elogio,Resolvido,"Embalagem linda, presente perfeito. Obrigada!",4.0,850.0,45.0
TKT-010554,CLI-02474,ORD-016210,2024-11-04 11:18:36,2024-11-06 01:18:36,WhatsApp,Pagamento não aprovado,Resolvido,O boleto venceu e não consigo gerar outro.,3.0,12.0,15.0
TKT-010555,CLI-12360,ORD-078893,2025-04-10 09:47:49,2025-04-12 06:47:49,WhatsApp,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,8.0,15.0
TKT-010556,CLI-11830,ORD-016010,2024-08-02 15:41:48,2024-08-06 00:41:48,E-mail,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,1.0,335.0,15.0
TKT-010557,CLI-06014,ORD-065290,2023-05-09 18:06:43,2023-05-12 23:06:43,E-mail,Defeito,Resolvido,O produto parou de funcionar em dois dias. Absurdo.,3.0,230.0,15.0
TKT-010558,CLI-13825,ORD-067712,2025-08-21 09:02:48,2025-08-24 16:02:48,E-mail,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",3.0,252.0,15.0
TKT-010559,CLI-07163,ORD-070130,2023-12-12 18:50:32,2023-12-14 23:50:32,Telefone,Onde está meu pedido?,Escalado para N2,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,17.0,15.0
TKT-010560,CLI-01729,ORD-034397,2025-12-09 10:44:55,2025-12-09 12:44:55,WhatsApp,Dúvida Técnica,Resolvido,Como adiciono um endereço diferente para entrega?,4.0,7.0,15.0
TKT-010561,CLI-09097,ORD-025601,2023-05-20 09:05:26,2023-05-20 15:05:26,ChatBot,Dúvida Técnica,Escalado para N2,"Não consigo acessar minha conta, esqueci a senha.",4.0,0.0,2.0
TKT-010562,CLI-04141,ORD-058093,2025-11-29 16:56:59,2025-12-02 18:56:59,E-mail,Defeito,Resolvido,Comprei e já veio com problema. Péssima qualidade.,3.0,470.0,15.0
TKT-010563,CLI-11830,ORD-033211,2023-04-26 18:06:23,2025-12-31 23:59:00,Reclame Aqui,Pagamento não aprovado,Aberto,PIX foi debitado mas o pedido está como pendente.,4.0,845.0,45.0
TKT-010564,CLI-01729,ORD-057031,2023-10-16 22:12:29,2023-10-16 23:12:29,WhatsApp,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",2.0,15.0,15.0
TKT-010565,CLI-14211,ORD-062041,2023-03-08 22:11:16,2023-03-11 16:11:16,Reclame Aqui,Elogio,Escalado para N2,"Melhor loja online que já comprei, recomendo muito.",5.0,750.0,45.0
TKT-010566,CLI-00583,ORD-004738,2025-02-23 09:02:41,2025-02-24 11:02:41,E-mail,Defeito,Resolvido,A costura estava totalmente solta quando abri a embalagem.,3.0,197.0,15.0
TKT-010567,CLI-12360,ORD-019615,2025-08-10 13:35:18,2025-08-13 11:35:18,WhatsApp,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,12.0,15.0
TKT-010568,CLI-11830,ORD-055299,2024-05-04 11:47:38,2024-05-07 07:47:38,ChatBot,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",2.0,3.0,2.0
TKT-010569,CLI-14738,ORD-033913,2025-11-10 16:22:31,2025-11-13 08:22:31,WhatsApp,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,3.0,9.0,15.0
TKT-010570,CLI-01729,ORD-016158,2024-11-08 10:11:15,2024-11-09 15:11:15,E-mail,Onde está meu pedido?,Resolvido,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,286.0,15.0
TKT-010571,CLI-03277,ORD-062856,2024-11-30 13:05:46,2025-12-31 23:59:00,ChatBot,Troca de Tamanho,Em Análise,Como solicito a troca? O tamanho P está pequeno demais.,5.0,1.0,2.0
TKT-010572,CLI-02499,ORD-068233,2025-08-03 07:36:24,2025-08-04 13:36:24,E-mail,Defeito,Resolvido,Comprei e já veio com problema. Péssima qualidade.,3.0,170.0,15.0
TKT-010573,CLI-09483,ORD-025720,2023-12-02 18:42:15,2023-12-03 03:42:15,ChatBot,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",5.0,1.0,2.0
TKT-010574,CLI-11830,ORD-068085,2024-01-31 07:57:37,2024-02-03 15:57:37,Telefone,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,19.0,15.0
TKT-010575,CLI-07448,ORD-045819,2025-10-22 19:47:53,2025-10-26 12:47:53,Telefone,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,10.0,15.0
TKT-010576,CLI-01729,ORD-037144,2025-10-15 17:27:58,2025-10-16 08:27:58,WhatsApp,Dúvida Técnica,Resolvido,O app não carrega a página de checkout.,4.0,10.0,15.0
TKT-010577,CLI-11830,ORD-000607,2025-12-13 20:10:29,2025-12-16 22:10:29,WhatsApp,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,4.0,7.0,15.0
TKT-010578,CLI-14167,ORD-048738,2025-10-17 16:16:05,2025-10-20 04:16:05,WhatsApp,Elogio,Resolvido,"Atendimento impecável, vocês são os melhores!",5.0,10.0,15.0
TKT-010579,CLI-03910,ORD-018289,2023-05-28 18:14:10,2025-12-31 23:59:00,WhatsApp,Onde está meu pedido?,Em Análise,Meu rastreio não atualiza desde terça. Alguém me ajuda?,4.0,4.0,15.0
TKT-010580,CLI-01729,ORD-022333,2025-07-02 08:13:29,2025-07-03 07:13:29,WhatsApp,Onde está meu pedido?,Escalado para N2,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,6.0,15.0
TKT-010581,CLI-01729,ORD-044708,2024-04-03 07:49:18,2024-04-07 02:49:18,WhatsApp,Defeito,Resolvido,O produto parou de funcionar em dois dias. Absurdo.,1.0,13.0,15.0
TKT-010582,CLI-11830,ORD-006344,2025-12-24 10:10:55,2025-12-26 07:10:55,E-mail,Defeito,Resolvido,O produto chegou com defeito de fabricação.,2.0,416.0,15.0
TKT-010583,CLI-11830,ORD-050539,2024-06-08 14:51:05,2024-06-12 09:51:05,ChatBot,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,3.0,2.0
TKT-010584,CLI-01729,ORD-077470,2024-09-29 19:38:43,2024-10-01 08:38:43,ChatBot,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",3.0,2.0,2.0
TKT-010585,CLI-11830,ORD-026966,2024-08-30 07:18:11,2024-09-01 01:18:11,E-mail,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,3.0,89.0,15.0
TKT-010586,CLI-11830,ORD-003735,2023-12-21 10:27:47,2023-12-23 15:27:47,Reclame Aqui,Troca de Tamanho,Resolvido,Como solicito a troca? O tamanho P está pequeno demais.,2.0,1429.0,45.0
TKT-010587,CLI-08289,ORD-077069,2023-04-03 19:12:21,2025-12-31 23:59:00,ChatBot,Onde está meu pedido?,Em Análise,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",4.0,0.0,2.0
TKT-010588,CLI-12125,ORD-077278,2025-10-08 18:52:03,2025-10-09 16:52:03,E-mail,Elogio,Resolvido,"Melhor loja online que já comprei, recomendo muito.",4.0,89.0,15.0
TKT-010589,CLI-11830,ORD-033567,2025-06-02 07:09:42,2025-06-04 09:09:42,WhatsApp,Dúvida Técnica,Resolvido,Como aplico o cupom de desconto?,4.0,3.0,15.0
TKT-010590,CLI-11830,ORD-029502,2023-06-12 20:22:21,2023-06-15 13:22:21,ChatBot,Dúvida Técnica,Resolvido,"Não consigo acessar minha conta, esqueci a senha.",4.0,3.0,2.0
TKT-010591,CLI-11830,ORD-030611,2025-05-11 15:45:06,2025-05-15 15:45:06,ChatBot,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,0.0,2.0
TKT-010592,CLI-03910,ORD-059832,2024-11-27 14:01:21,2024-12-01 08:01:21,WhatsApp,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,4.0,2.0,15.0
TKT-010593,CLI-11830,ORD-060339,2024-04-02 09:07:40,2025-12-31 23:59:00,Telefone,Defeito,Aberto,Comprei e já veio com problema. Péssima qualidade.,3.0,6.0,15.0
TKT-010594,CLI-11830,ORD-027525,2023-11-07 16:24:35,2023-11-09 14:24:35,Reclame Aqui,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,4.0,705.0,45.0
TKT-010595,CLI-11830,ORD-019290,2025-08-23 15:45:56,2025-12-31 23:59:00,Telefone,Onde está meu pedido?,Aberto,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",3.0,10.0,15.0
TKT-010596,CLI-11830,ORD-002250,2025-02-16 19:08:26,2025-02-19 12:08:26,WhatsApp,Dúvida Técnica,Resolvido,"Não consigo acessar minha conta, esqueci a senha.",4.0,7.0,15.0
TKT-010597,CLI-01729,ORD-055054,2024-09-21 08:41:01,2024-09-22 08:41:01,WhatsApp,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",3.0,7.0,15.0
TKT-010598,CLI-11830,ORD-006919,2024-11-20 11:17:39,2024-11-22 05:17:39,WhatsApp,Troca de Tamanho,Resolvido,O vestido veio num tamanho diferente do que pedi.,3.0,11.0,15.0
TKT-010599,CLI-11830,ORD-048855,2023-04-26 17:51:29,2025-12-31 23:59:00,E-mail,Pagamento não aprovado,Aberto,PIX foi debitado mas o pedido está como pendente.,2.0,319.0,15.0
TKT-010600,CLI-02924,ORD-052562,2024-06-11 22:29:59,2025-12-31 23:59:00,ChatBot,Onde está meu pedido?,Em Análise,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,1.0,2.0
TKT-010601,CLI-07163,ORD-027658,2023-08-29 07:23:54,2025-12-31 23:59:00,WhatsApp,Dúvida Técnica,Em Análise,Como adiciono um endereço diferente para entrega?,4.0,12.0,15.0
TKT-010602,CLI-11830,ORD-014447,2023-09-16 07:12:22,2023-09-17 09:12:22,Telefone,Onde está meu pedido?,Resolvido,Cadê meu produto? Já passou da data prevista.,4.0,16.0,15.0
TKT-010603,CLI-03910,ORD-069920,2024-12-25 11:56:56,2024-12-28 17:56:56,WhatsApp,Dúvida Técnica,Resolvido,"Não consigo acessar minha conta, esqueci a senha.",4.0,8.0,15.0
TKT-010604,CLI-14211,ORD-026993,2025-10-29 14:51:39,2025-10-30 12:51:39,E-mail,Elogio,Escalado para N2,"Qualidade excelente, com certeza vou comprar novamente.",5.0,320.0,15.0
TKT-010605,CLI-11830,ORD-006807,2024-03-27 13:31:47,2025-12-31 23:59:00,ChatBot,Onde está meu pedido?,Aberto,"Fiz o pedido há 10 dias e ainda não chegou, o que está acontecendo?",1.0,2.0,2.0
TKT-010606,CLI-11830,ORD-037484,2023-09-16 11:07:42,2025-12-31 23:59:00,ChatBot,Onde está meu pedido?,Aberto,Cadê meu produto? Já passou da data prevista.,3.0,0.0,2.0
TKT-010607,CLI-03910,ORD-023260,2024-12-15 14:20:35,2024-12-18 20:20:35,E-mail,Defeito,Resolvido,"Recebi o item danificado, quero reembolso.",3.0,454.0,15.0
TKT-010608,CLI-11830,ORD-055886,2025-09-07 18:00:59,2025-09-08 14:00:59,Reclame Aqui,Pagamento não aprovado,Resolvido,PIX foi debitado mas o pedido está como pendente.,4.0,382.0,45.0
TKT-010609,CLI-03910,ORD-016333,2025-04-08 07:45:27,2025-04-10 21:45:27,WhatsApp,Dúvida Técnica,Escalado para N2,Qual o prazo de entrega para o meu CEP?,4.0,3.0,15.0
TKT-010610,CLI-11830,ORD-068228,2025-09-04 14:54:05,2025-09-06 07:54:05,Telefone,Dúvida Técnica,Escalado para N2,"Não consigo acessar minha conta, esqueci a senha.",4.0,4.0,15.0
TKT-010611,CLI-11830,ORD-066667,2024-09-07 20:16:46,2025-12-31 23:59:00,E-mail,Dúvida Técnica,Em Análise,Qual o prazo de entrega para o meu CEP?,4.0,396.0,15.0
TKT-010612,CLI-01729,ORD-011256,2025-04-13 21:30:34,2025-12-31 23:59:00,WhatsApp,Defeito,Em Análise,Comprei e já veio com problema. Péssima qualidade.,1.0,6.0,15.0
TKT-010613,CLI-11830,ORD-004857,2023-06-13 08:39:00,2023-06-15 04:39:00,E-mail,Elogio,Resolvido,"Atendimento impecável, vocês são os melhores!",4.0,347.0,15.0
TKT-010614,CLI-03105,ORD-020629,2024-01-22 12:59:39,2024-01-23 12:59:39,WhatsApp,Troca de Tamanho,Escalado para N2,"Preciso trocar o tamanho M pelo G, como faço?",4.0,6.0,15.0
TKT-010615,CLI-11830,ORD-056340,2024-03-15 15:36:31,2024-03-18 06:36:31,Reclame Aqui,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,413.0,45.0
TKT-010616,CLI-11830,ORD-037999,2024-08-04 07:27:21,2024-08-07 07:27:21,E-mail,Troca de Tamanho,Escalado para N2,O vestido veio num tamanho diferente do que pedi.,1.0,219.0,15.0
TKT-010617,CLI-01729,ORD-004144,2025-11-11 18:09:21,2025-11-13 04:09:21,WhatsApp,Troca de Tamanho,Resolvido,"Quero fazer uma troca, o produto não serviu.",2.0,8.0,15.0
TKT-010618,CLI-14510,ORD-062871,2025-09-11 12:10:30,2025-09-12 23:10:30,WhatsApp,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,2.0,8.0,15.0
TKT-010619,CLI-11830,ORD-042961,2023-06-05 10:07:33,2023-06-07 22:07:33,E-mail,Defeito,Resolvido,O produto chegou com defeito de fabricação.,3.0,112.0,15.0
TKT-010620,CLI-11830,ORD-050796,2023-07-30 18:37:28,2023-08-02 08:37:28,Reclame Aqui,Dúvida Técnica,Resolvido,O app não carrega a página de checkout.,4.0,575.0,45.0
TKT-010621,CLI-01729,ORD-003804,2024-02-05 07:32:36,2025-12-31 23:59:00,ChatBot,Onde está meu pedido?,Em Análise,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,2.0,2.0
TKT-010622,CLI-01729,ORD-062423,2023-11-28 22:09:39,2023-11-29 09:09:39,ChatBot,Defeito,Resolvido,O produto chegou com defeito de fabricação.,4.0,1.0,2.0
TKT-010623,CLI-11830,ORD-067846,2024-11-23 07:17:23,2024-11-26 10:17:23,WhatsApp,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",1.0,13.0,15.0
TKT-010624,CLI-11830,ORD-059164,2025-10-18 15:06:16,2025-10-22 09:06:16,E-mail,Troca de Tamanho,Resolvido,"Preciso trocar o tamanho M pelo G, como faço?",4.0,80.0,15.0
TKT-010625,CLI-11830,ORD-017488,2025-12-02 21:09:30,2025-12-03 18:09:30,E-mail,Troca de Tamanho,Resolvido,"Quero fazer uma troca, o produto não serviu.",4.0,180.0,15.0
TKT-010626,CLI-03910,ORD-074838,2024-12-19 13:42:35,2024-12-19 23:42:35,E-mail,Dúvida Técnica,Resolvido,Como adiciono um endereço diferente para entrega?,4.0,469.0,15.0
TKT-010627,CLI-03910,ORD-055955,2025-07-23 19:12:56,2025-07-25 09:12:56,Telefone,Defeito,Resolvido,O produto chegou com defeito de fabricação.,3.0,18.0,15.0
TKT-010628,CLI-13093,ORD-006017,2024-08-23 18:20:13,2025-12-31 23:59:00,Reclame Aqui,Defeito,Aberto,A costura estava totalmente solta quando abri a embalagem.,3.0,1303.0,45.0
TKT-010629,CLI-02474,ORD-037282,2023-09-16 10:48:26,2025-12-31 23:59:00,WhatsApp,Onde está meu pedido?,Em Análise,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,15.0,15.0
TKT-010630,CLI-08777,ORD-054360,2024-08-22 16:31:51,2025-12-31 23:59:00,ChatBot,Onde está meu pedido?,Aberto,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,1.0,2.0
TKT-010631,CLI-01729,ORD-079184,2024-10-01 10:34:15,2024-10-03 05:34:15,ChatBot,Troca de Tamanho,Resolvido,O vestido veio num tamanho diferente do que pedi.,3.0,1.0,2.0
TKT-010632,CLI-01729,ORD-042817,2025-03-31 13:46:08,2025-12-31 23:59:00,E-mail,Onde está meu pedido?,Em Análise,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,163.0,15.0
TKT-010633,CLI-11830,ORD-032678,2023-10-01 09:19:21,2023-10-03 09:19:21,ChatBot,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,3.0,3.0,2.0
TKT-010634,CLI-08001,ORD-068074,2024-02-21 21:42:20,2024-02-25 07:42:20,Reclame Aqui,Elogio,Resolvido,"Melhor loja online que já comprei, recomendo muito.",4.0,311.0,45.0
TKT-010635,CLI-11830,ORD-040563,2024-02-15 21:10:01,2024-02-16 13:10:01,WhatsApp,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,4.0,15.0,15.0
TKT-010636,CLI-06160,ORD-042953,2025-11-30 07:01:11,2025-12-31 23:59:00,E-mail,Dúvida Técnica,Em Análise,Como adiciono um endereço diferente para entrega?,5.0,284.0,15.0
TKT-010637,CLI-07021,ORD-053122,2024-05-12 17:06:29,2025-12-31 23:59:00,E-mail,Elogio,Aberto,"Embalagem linda, presente perfeito. Obrigada!",4.0,361.0,15.0
TKT-010638,CLI-11830,ORD-003455,2025-04-17 21:37:38,2025-04-20 11:37:38,Telefone,Onde está meu pedido?,Resolvido,Meu rastreio não atualiza desde terça. Alguém me ajuda?,2.0,20.0,15.0
TKT-010639,CLI-01729,ORD-018866,2025-04-11 22:56:01,2025-04-13 23:56:01,WhatsApp,Pagamento não aprovado,Resolvido,"Cartão recusado sem motivo, quero entender o que aconteceu.",5.0,2.0,15.0
TKT-010640,CLI-11830,ORD-076748,2023-11-15 19:38:56,2023-11-19 05:38:56,ChatBot,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",3.0,3.0,2.0
TKT-010641,CLI-01729,ORD-004677,2024-10-23 09:20:28,2024-10-25 15:20:28,E-mail,Onde está meu pedido?,Resolvido,"O pedido sumiu no rastreamento, preciso de uma posição urgente.",2.0,404.0,15.0
TKT-010642,CLI-12742,ORD-007631,2025-10-07 17:12:54,2025-10-10 03:12:54,Reclame Aqui,Onde está meu pedido?,Resolvido,Comprei semana passada e nada até agora. Péssimo.,2.0,1170.0,45.0
