campanha_id,nome_campanha,canal,categoria_foco,data_inicio,data_fim,investimento_reais,impressoes,cliques,conversoes,atribuicao,status,roas,receita_gerada,cac
CAMP-0749,Parceria_Creator_2024,Influenciador,Moda,2024-05-12,2025-12-31,77904.89,24480872,733804,31069,Linear,Ativa,4.5,350572.01,2.51
CAMP-0750,Cyber_Monday_2024_02,Marketplace,Geral,2024-02-22,2025-12-31,30023.52,3469112,48532,5263,First Click,Ativa,1.26,37829.64,5.7
CAMP-0751,Black_Friday_Main_2025,Influenciador,Beleza,2025-12-23,2025-12-31,26542.62,9122750,401105,25858,Last Click,Pausada,5.54,147046.11,1.03
CAMP-0752,Cyber_Monday_2024_12,Orgânico,Geral,2024-12-01,2025-12-31,60488.17,18397524,603281,26294,Linear,Ativa,1.68,101620.13,2.3
CAMP-0753,Retargeting_Carrinho_2023,Instagram Ads,Beleza,2023-06-15,2025-12-31,1725.63,400125,10151,299,First Click,Ativa,2.85,4918.05,5.77
CAMP-0754,Email_Reativacao_2024_10,Email Marketing,Lifestyle,2024-10-01,2024-11-08,13304.44,4550869,170647,20297,First Click,Finalizada,3.01,40046.36,0.66
CAMP-0755,Performance_Sempre_Ligada_2023,TikTok Ads,Moda,2023-05-26,2023-07-29,88230.84,35004156,748446,47536,Last Click,Finalizada,6.88,607028.18,1.86
CAMP-0756,CAC_Reducao_2025_11,Orgânico,Lifestyle,2025-11-28,2025-12-31,13708.78,4105106,188289,2312,First Click,Finalizada,1.88,25772.51,5.93
CAMP-0757,Natal_Presentes_2023,Influenciador,Acessórios,2023-04-19,2023-06-20,24915.64,2705033,151140,7792,Linear,Finalizada,13.22,329384.76,3.2
CAMP-0758,Email_Reativacao_2025,Email Marketing,Acessórios,2025-03-09,2025-04-29,47044.94,10045702,599578,26396,Linear,Finalizada,3.81,179241.22,1.78
CAMP-0759,Semana_Consumidor_2024,Instagram Ads,Acessórios,2024-10-26,2024-12-08,116342.49,27882250,1216987,74595,Linear,Pausada,5.12,595673.55,1.56
CAMP-0760,Liquidacao_Julho_2024,Google Ads,Lifestyle,2024-05-03,2024-05-11,5106.18,870938,33826,536,First Click,Finalizada,3.35,17105.7,9.53
CAMP-0761,Upsell_Platinum_2023,Instagram Ads,Lifestyle,2023-06-10,2023-08-20,114451.49,35276589,543876,49294,First Click,Pausada,2.4,274683.58,2.32
CAMP-0762,Liquida_Beleza_2024_04,Instagram Ads,Acessórios,2024-04-26,2024-06-21,48013.81,17733041,965346,107367,Linear,Finalizada,4.82,231426.56,0.45
CAMP-0763,Push_Carrinho_2023_11,Influenciador,Geral,2023-11-25,2023-12-19,66603.2,11744803,146235,10577,Last Click,Finalizada,3.16,210466.11,6.3
CAMP-0764,Push_Carrinho_2025,Instagram Ads,Beleza,2025-08-23,2025-11-25,56311.79,12211444,364710,20105,Last Click,Finalizada,2.13,119944.11,2.8
CAMP-0765,Volta_as_Aulas_2025_05,Instagram Ads,Beleza,2025-05-26,2025-08-06,15447.53,3921297,146695,6200,Linear,Finalizada,2.63,40627.0,2.49
CAMP-0766,Semana_Consumidor_2025,Instagram Ads,Acessórios,2025-08-27,2025-12-31,6752.19,2333328,97518,4552,Linear,Ativa,4.83,32613.08,1.48
CAMP-0767,LTV_Expansion_2023,Influenciador,Moda,2023-12-19,2024-03-29,84248.41,20658088,769029,89515,First Click,Pausada,10.3,867758.62,0.94
CAMP-0768,Black_Friday_Main_2025,Influenciador,Lifestyle,2025-01-26,2025-05-01,13942.12,1115528,43948,1024,First Click,Pausada,2.0,27884.24,13.62
CAMP-0769,Parceria_Creator_2024,TikTok Ads,Geral,2024-07-02,2024-08-16,58149.6,8076634,163279,16858,Linear,Finalizada,5.93,344827.13,3.45
CAMP-0770,Black_Friday_Main_2024_03,Email Marketing,Moda,2024-03-21,2025-12-31,17174.0,5465995,112137,7430,Last Click,Ativa,2.9,49804.6,2.31
CAMP-0771,Lancamento_Colecao_2025,Influenciador,Moda,2025-08-12,2025-10-08,83778.79,9579892,284317,16129,Last Click,Finalizada,2.24,187664.49,5.19
CAMP-0772,Natal_Presentes_2024_01,Instagram Ads,Geral,2024-01-21,2024-04-21,5307.29,1965070,114102,7013,First Click,Finalizada,2.05,10879.94,0.76
CAMP-0773,Lancamento_Colecao_2025_04,Influenciador,Geral,2025-04-12,2025-06-25,61662.81,8376214,132955,10922,First Click,Finalizada,10.87,670274.74,5.65
CAMP-0774,Natal_Presentes_2024_02,Influenciador,Lifestyle,2024-02-27,2024-04-22,72779.85,10023230,449461,29560,Last Click,Finalizada,2.38,173216.04,2.46
CAMP-0775,Performance_Beleza_2024,Email Marketing,Geral,2024-10-20,2024-11-04,3736.72,1175276,23562,1959,First Click,Pausada,2.91,10873.86,1.91
CAMP-0776,Lancamento_Colecao_2023_03,TikTok Ads,Beleza,2023-03-24,2023-07-05,110700.62,11049751,232322,3279,Linear,Finalizada,6.46,715126.01,33.76
CAMP-0777,Semana_Consumidor_2023,Orgânico,Moda,2023-06-04,2023-07-29,118666.73,31281676,575150,21725,Linear,Pausada,1.9,225466.79,5.46
CAMP-0778,Push_Carrinho_2025,Google Ads,Acessórios,2025-04-03,2025-06-29,24584.05,8338979,454066,22499,Last Click,Pausada,3.86,94894.43,1.09
CAMP-0779,Lancamento_Colecao_2024_04,Google Ads,Geral,2024-04-27,2024-08-17,60201.86,11683691,640117,66493,Last Click,Finalizada,3.43,206492.38,0.91
CAMP-0780,Semana_Consumidor_2025,TikTok Ads,Moda,2025-02-05,2025-03-22,14327.71,2203365,86542,4015,Last Click,Pausada,7.49,107314.55,3.57
CAMP-0781,Branding_Awareness_2023,Marketplace,Lifestyle,2023-03-10,2025-12-31,69127.63,24403606,1377682,89556,First Click,Ativa,3.18,219825.86,0.77
CAMP-0782,Lookalike_Gold_2024,Email Marketing,Acessórios,2024-11-01,2025-12-31,50684.4,7306845,395866,6544,Linear,Ativa,3.94,199696.54,7.75
CAMP-0783,LTV_Expansion_2024_02,Instagram Ads,Beleza,2024-02-26,2024-05-21,41632.3,4273313,126680,11568,First Click,Pausada,4.76,198169.75,3.6
CAMP-0784,Branding_Awareness_2023,Influenciador,Moda,2023-01-16,2023-04-16,51895.56,9190385,479658,56053,First Click,Finalizada,0.88,45668.09,0.93
CAMP-0785,Influenciador_Inverno_2024,Email Marketing,Geral,2024-11-22,2025-02-07,6446.42,2095203,92530,5299,First Click,Finalizada,1.46,9411.77,1.22
CAMP-0786,Remarketing_30d_2024_04,Email Marketing,Lifestyle,2024-04-11,2024-04-25,27997.6,7513368,148843,13726,First Click,Pausada,3.14,87912.46,2.04
CAMP-0787,LTV_Expansion_2025_04,TikTok Ads,Moda,2025-04-27,2025-12-31,6987.22,1539549,34940,1556,Last Click,Ativa,3.09,21590.51,4.49
CAMP-0788,Dia_Dos_Namorados_2024_08,Google Ads,Geral,2024-08-22,2025-12-31,9401.1,1504774,54577,3517,First Click,Ativa,3.9,36664.29,2.67
CAMP-0789,Parceria_Creator_2024,Marketplace,Lifestyle,2024-09-10,2024-10-18,38399.3,9724781,130581,6284,First Click,Finalizada,2.94,112893.94,6.11
CAMP-0790,Performance_Moda_2025_04,Google Ads,Beleza,2025-04-10,2025-05-13,44812.32,15291823,235218,27654,First Click,Pausada,3.76,168494.32,1.62
CAMP-0791,Lancamento_Colecao_2023,Instagram Ads,Acessórios,2023-05-09,2023-06-23,7354.46,2599535,72695,877,First Click,Pausada,2.22,16326.9,8.39
CAMP-0792,LTV_Expansion_2025_07,Marketplace,Beleza,2025-07-18,2025-12-31,36756.74,9310325,242867,3123,Last Click,Ativa,2.34,86010.77,11.77
CAMP-0793,Push_Carrinho_2023_01,TikTok Ads,Geral,2023-01-11,2023-04-07,103915.93,34337570,1932705,179285,Linear,Finalizada,4.02,417742.04,0.58
CAMP-0794,Performance_Sempre_Ligada_2025,Orgânico,Lifestyle,2025-08-14,2025-11-01,19673.35,3974275,185888,20766,Linear,Finalizada,2.12,41707.5,0.95
CAMP-0795,Parceria_Creator_2023_09,Influenciador,Moda,2023-09-10,2023-11-06,73942.56,14473691,611947,58787,Last Click,Pausada,0.68,50280.94,1.26
CAMP-0796,Branding_Awareness_2024,Email Marketing,Lifestyle,2024-03-15,2024-05-17,56079.45,21819580,719409,74009,First Click,Pausada,3.32,186183.77,0.76
CAMP-0797,Performance_Moda_2025_06,Influenciador,Geral,2025-06-03,2025-07-13,31292.99,7459537,147891,4317,First Click,Finalizada,1.22,38177.45,7.25
CAMP-0798,Natal_Presentes_2023,Orgânico,Moda,2023-11-17,2024-02-06,5226.28,1617818,18058,1599,Last Click,Finalizada,1.06,5539.86,3.27
CAMP-0799,Lookalike_Gold_2025_04,Email Marketing,Moda,2025-04-12,2025-12-31,60931.17,7081324,85169,2763,Last Click,Ativa,4.29,261394.72,22.05
CAMP-0800,Parceria_Creator_2024_03,Instagram Ads,Acessórios,2024-03-01,2024-06-16,40331.3,8493933,355920,21987,Last Click,Finalizada,2.16,87115.61,1.83
CAMP-0801,TikTok_Viral_2023_10,Instagram Ads,Lifestyle,2023-10-01,2025-12-31,25535.26,4601296,208070,19064,First Click,Ativa,3.72,94991.17,1.34
CAMP-0802,Performance_Moda_2023_11,Marketplace,Geral,2023-11-24,2024-03-07,114630.49,44334494,2642362,190763,Last Click,Pausada,3.19,365671.26,0.6
CAMP-0803,Remarketing_30d_2025,Email Marketing,Moda,2025-01-20,2025-04-04,38169.33,5435600,206078,22713,Last Click,Finalizada,4.07,155349.17,1.68
CAMP-0804,Parceria_Creator_2024_12,Google Ads,Acessórios,2024-12-04,2025-02-05,43553.36,8389904,287718,31824,Last Click,Finalizada,3.23,140677.35,1.37
CAMP-0805,Email_Reativacao_2023,Google Ads,Geral,2023-09-08,2023-11-06,72744.37,24345642,627185,14410,Linear,Pausada,3.98,289522.59,5.05
CAMP-0806,Lookalike_Gold_2023_08,Marketplace,Beleza,2023-08-01,2023-09-30,91908.04,28274791,917028,19357,Linear,Finalizada,2.73,250908.95,4.75
CAMP-0807,LTV_Expansion_2023,Google Ads,Moda,2023-09-28,2023-11-23,42653.26,8903509,329081,29063,Last Click,Finalizada,3.82,162935.45,1.47
CAMP-0808,Lookalike_Gold_2025,Email Marketing,Geral,2025-02-24,2025-12-31,88702.06,17171516,538199,29588,Last Click,Ativa,2.74,243043.64,3.0
CAMP-0809,Dia_Das_Maes_2025,Orgânico,Beleza,2025-03-24,2025-07-13,18440.32,1521156,59079,4970,Linear,Pausada,2.75,50710.88,3.71
CAMP-0810,Dia_Das_Maes_2024,Orgânico,Geral,2024-02-08,2024-03-29,67782.93,24885589,949411,97644,First Click,Pausada,2.54,172168.64,0.69
CAMP-0811,LTV_Expansion_2025,Google Ads,Moda,2025-12-07,2025-12-31,12116.09,2073464,29369,1178,Last Click,Finalizada,3.17,38408.01,10.29
CAMP-0812,LTV_Expansion_2023_11,Email Marketing,Moda,2023-11-09,2025-12-31,24979.8,8703282,411255,5349,First Click,Ativa,3.16,78936.17,4.67
CAMP-0813,TikTok_Viral_2023,Instagram Ads,Acessórios,2023-06-07,2023-08-26,87904.31,21684766,1110562,47136,First Click,Finalizada,6.6,580168.45,1.86
CAMP-0814,Liquida_Beleza_2024,Marketplace,Acessórios,2024-05-03,2024-06-14,116219.06,39185016,1830035,63078,Last Click,Pausada,3.03,352143.75,1.84
CAMP-0815,Lookalike_Gold_2025_02,Marketplace,Geral,2025-02-23,2025-03-06,12232.57,3738679,131255,4061,First Click,Finalizada,4.51,55168.89,3.01
CAMP-0816,Black_Friday_Main_2023,Orgânico,Moda,2023-03-19,2023-04-23,31981.27,4108268,206732,18748,First Click,Pausada,3.54,113213.7,1.71
CAMP-0817,Cyber_Monday_2023_07,Email Marketing,Beleza,2023-07-03,2023-09-26,85256.86,7879445,344923,26721,Last Click,Pausada,3.55,302661.85,3.19
CAMP-0818,LTV_Expansion_2024_04,Email Marketing,Beleza,2024-04-10,2024-06-18,71821.48,18234917,425998,14519,Last Click,Finalizada,4.02,288722.35,4.95
CAMP-0819,LTV_Expansion_2024,Marketplace,Acessórios,2024-04-22,2024-05-21,114766.6,33442541,871983,46903,Last Click,Finalizada,2.93,336266.14,2.45
CAMP-0820,Dia_Das_Maes_2025,Email Marketing,Acessórios,2025-04-01,2025-06-11,106799.31,35297698,393984,37388,Last Click,Pausada,2.64,281950.18,2.86
CAMP-0821,Push_Carrinho_2024_01,Marketplace,Acessórios,2024-01-09,2024-02-13,76424.69,7229862,226129,7766,Linear,Finalizada,1.82,139092.94,9.84
CAMP-0822,Push_Carrinho_2025_06,Instagram Ads,Geral,2025-06-05,2025-06-14,96329.06,10488391,468264,51670,First Click,Pausada,2.32,223483.42,1.86
CAMP-0823,Black_Friday_Main_2024,Email Marketing,Beleza,2024-09-07,2024-12-30,103194.8,15828743,786163,86613,First Click,Finalizada,3.21,331255.31,1.19
CAMP-0824,Branding_Awareness_2023_09,Instagram Ads,Moda,2023-09-04,2023-12-21,5265.76,898279,8318,661,First Click,Finalizada,3.36,17692.95,7.97
CAMP-0825,Performance_Sempre_Ligada_2025_07,TikTok Ads,Acessórios,2025-07-05,2025-11-01,103465.65,10810987,370108,32341,Linear,Finalizada,1.6,165545.04,3.2
CAMP-0826,Influenciador_Verao_2023,Email Marketing,Beleza,2023-12-19,2024-01-19,94215.66,20355186,949796,41066,Linear,Finalizada,2.06,194084.26,2.29
CAMP-0827,Cyber_Monday_2024_05,Email Marketing,Acessórios,2024-05-14,2025-12-31,116032.98,30112740,997760,109597,Last Click,Ativa,2.53,293563.44,1.06
CAMP-0828,UGC_Organico_2024,Orgânico,Acessórios,2024-09-23,2025-12-31,27042.49,10602305,303884,10797,Last Click,Ativa,1.44,38941.19,2.5
CAMP-0829,Lookalike_Gold_2025_02,Influenciador,Beleza,2025-02-04,2025-03-09,71290.46,7616987,220634,22546,First Click,Finalizada,8.72,621652.81,3.16
CAMP-0830,Black_Friday_Main_2024,Instagram Ads,Acessórios,2024-07-10,2024-10-31,4573.86,1374349,53783,5693,Last Click,Pausada,5.78,26436.91,0.8
CAMP-0831,TikTok_Viral_2024,Email Marketing,Acessórios,2024-11-08,2025-02-13,61828.85,21934955,1307833,24793,First Click,Finalizada,1.31,80995.79,2.49
CAMP-0832,Performance_Moda_2023,TikTok Ads,Moda,2023-09-24,2025-12-31,23844.64,8544005,118851,12765,Last Click,Ativa,6.72,160235.98,1.87
CAMP-0833,UGC_Organico_2024_07,Google Ads,Geral,2024-07-01,2024-09-01,86449.17,31266277,690909,31410,First Click,Finalizada,3.65,315539.47,2.75
CAMP-0834,Stories_Boost_2025_04,Influenciador,Geral,2025-04-26,2025-08-02,62421.7,10012228,321089,36277,First Click,Finalizada,14.94,932580.2,1.72
CAMP-0835,Influenciador_Verao_2025,Google Ads,Geral,2025-08-01,2025-08-30,56565.11,22504955,186595,16263,Last Click,Pausada,3.54,200240.49,3.48
CAMP-0836,Liquidacao_Julho_2025_08,Instagram Ads,Moda,2025-08-20,2025-10-10,41525.9,3509828,63237,2609,Last Click,Pausada,4.92,204307.43,15.92
CAMP-0837,Influenciador_Verao_2024,Influenciador,Geral,2024-05-18,2024-08-17,9481.64,1220997,56158,2291,Linear,Pausada,2.34,22187.04,4.14
CAMP-0838,Performance_Sempre_Ligada_2024,Email Marketing,Acessórios,2024-10-25,2025-01-17,116005.73,36649106,1466922,161383,First Click,Finalizada,4.13,479103.66,0.72
CAMP-0839,Fidelidade_Clientes_2023,Instagram Ads,Geral,2023-03-06,2023-03-13,9518.93,3715709,56191,5551,Linear,Finalizada,3.64,34648.91,1.71
CAMP-0840,Black_Friday_Main_2023_09,TikTok Ads,Moda,2023-09-13,2023-11-08,42728.0,14885060,364424,6779,Linear,Finalizada,7.71,329432.88,6.3
CAMP-0841,Liquida_Beleza_2025_03,TikTok Ads,Lifestyle,2025-03-27,2025-05-29,83472.95,13370070,190556,20765,Last Click,Finalizada,1.66,138565.1,4.02
CAMP-0842,Email_Reativacao_2025,TikTok Ads,Acessórios,2025-06-24,2025-09-17,46018.4,6317488,296142,3309,Linear,Pausada,2.77,127470.97,13.91
CAMP-0843,Natal_Presentes_2023_06,Influenciador,Lifestyle,2023-06-09,2023-06-17,4216.68,708336,23300,345,First Click,Finalizada,4.48,18890.73,12.22
CAMP-0844,Performance_Sempre_Ligada_2025,Email Marketing,Moda,2025-08-20,2025-10-28,56919.12,20489732,963642,95224,Linear,Pausada,3.45,196370.96,0.6
CAMP-0845,CAC_Reducao_2023,Google Ads,Beleza,2023-02-14,2023-03-08,53316.69,16388968,398912,41633,Linear,Pausada,3.19,170080.24,1.28
CAMP-0846,Volta_as_Aulas_2024_11,Orgânico,Moda,2024-11-28,2025-03-05,108705.82,29110461,1662313,111038,Linear,Pausada,2.67,290244.54,0.98
CAMP-0847,Liquida_Beleza_2023_04,Orgânico,Moda,2023-04-27,2023-05-22,10259.45,2276445,50826,1619,First Click,Finalizada,3.54,36318.45,6.34
CAMP-0848,Liquida_Beleza_2025_06,Influenciador,Lifestyle,2025-06-04,2025-08-22,68029.48,15521723,218012,4351,Linear,Pausada,5.1,346950.35,15.64
CAMP-0849,Stories_Boost_2023_04,Instagram Ads,Beleza,2023-04-21,2023-05-08,37072.32,11043287,629668,66180,First Click,Pausada,2.66,98612.37,0.56
CAMP-0850,Lancamento_Colecao_2023,Marketplace,Lifestyle,2023-05-05,2023-07-03,100265.98,16774078,307966,36253,Last Click,Pausada,2.06,206547.92,2.77
CAMP-0851,TikTok_Viral_2024,Influenciador,Geral,2024-06-25,2024-08-28,4600.39,1596849,44800,3099,Linear,Pausada,6.79,31236.65,1.48
CAMP-0852,Influenciador_Verao_2023,TikTok Ads,Lifestyle,2023-06-23,2023-09-08,11072.75,3626224,77699,4774,Linear,Finalizada,4.86,53813.57,2.32
CAMP-0853,LTV_Expansion_2023,Google Ads,Acessórios,2023-08-19,2023-11-06,79064.92,29128146,721310,15513,Last Click,Finalizada,3.01,237985.41,5.1
CAMP-0854,UGC_Organico_2024_11,Marketplace,Lifestyle,2024-11-04,2024-12-26,19696.93,5022106,236573,13790,Last Click,Finalizada,3.3,64999.87,1.43
CAMP-0855,Upsell_Platinum_2024,Orgânico,Acessórios,2024-04-09,2024-07-01,58010.4,12087568,121923,13678,Linear,Finalizada,4.6,266847.84,4.24
CAMP-0856,Black_Friday_Main_2024_05,Instagram Ads,Acessórios,2024-05-19,2024-05-29,61562.08,23095208,1249518,145163,Linear,Pausada,6.76,416159.66,0.42
CAMP-0857,Performance_Sempre_Ligada_2023,TikTok Ads,Beleza,2023-11-11,2023-11-24,37250.97,12108926,601540,36368,First Click,Pausada,5.78,215310.61,1.02
CAMP-0858,Fidelidade_Clientes_2024,Google Ads,Lifestyle,2024-02-06,2024-03-10,11001.99,1741773,75950,7824,First Click,Finalizada,3.16,34766.29,1.41
CAMP-0859,Feed_Carousel_2025,Marketplace,Geral,2025-07-23,2025-09-28,99795.37,30536556,1455950,29906,Last Click,Finalizada,4.74,473030.05,3.34
CAMP-0860,LTV_Expansion_2024,TikTok Ads,Lifestyle,2024-11-24,2025-02-15,64187.0,12259556,525120,61294,First Click,Finalizada,5.46,350461.02,1.05
CAMP-0861,Branding_Awareness_2024,Influenciador,Lifestyle,2024-09-27,2025-12-31,71980.59,14930058,179429,6335,Last Click,Ativa,3.56,256250.9,11.36
CAMP-0862,Liquida_Beleza_2024,Instagram Ads,Lifestyle,2024-11-06,2024-12-19,46540.5,15954455,156528,18069,Linear,Finalizada,3.99,185696.6,2.58
CAMP-0863,Lancamento_Colecao_2024,TikTok Ads,Moda,2024-02-12,2024-03-02,96465.32,8094582,199040,14572,Linear,Finalizada,1.58,152415.21,6.62
CAMP-0864,Dia_Das_Maes_2024,Orgânico,Acessórios,2024-01-10,2024-04-20,72515.6,24421360,767173,39134,Last Click,Pausada,4.38,317618.33,1.85
CAMP-0865,Lookalike_Gold_2024,Instagram Ads,Beleza,2024-09-25,2024-12-27,18216.39,3422441,193632,14506,Last Click,Pausada,5.07,92357.1,1.26
CAMP-0866,Dia_Das_Maes_2024,Marketplace,Moda,2024-05-02,2025-12-31,58856.65,11622618,630371,53898,First Click,Ativa,3.7,217769.61,1.09
CAMP-0867,Volta_as_Aulas_2023_05,Email Marketing,Lifestyle,2023-05-12,2023-07-15,35862.47,3277715,45257,4096,First Click,Finalizada,1.99,71366.32,8.76
CAMP-0868,Upsell_Platinum_2023_12,Email Marketing,Moda,2023-12-05,2024-02-05,41577.28,9420159,377715,41951,Linear,Finalizada,3.93,163398.71,0.99
CAMP-0869,Liquidacao_Julho_2023_02,Email Marketing,Acessórios,2023-02-11,2023-03-08,45953.18,18091090,218825,24512,First Click,Pausada,2.6,119478.27,1.87
CAMP-0870,Push_Carrinho_2025_11,Orgânico,Lifestyle,2025-11-24,2025-12-31,115826.17,38682041,1457792,174120,First Click,Finalizada,4.42,511951.67,0.67
CAMP-0871,Upsell_Platinum_2024_10,Orgânico,Moda,2024-10-16,2024-12-17,89675.0,29508354,660880,55420,Last Click,Finalizada,1.73,155137.75,1.62
CAMP-0872,Cyber_Monday_2024,Influenciador,Moda,2024-04-01,2024-07-01,33117.29,7550119,370661,29591,Last Click,Pausada,0.76,25169.14,1.12
CAMP-0873,Performance_Sempre_Ligada_2025_05,Google Ads,Moda,2025-05-24,2025-09-13,70632.12,19997878,501848,26494,Last Click,Finalizada,3.34,235911.28,2.67
CAMP-0874,Performance_Moda_2023_08,Influenciador,Acessórios,2023-08-28,2023-09-30,80823.72,13079026,126576,13132,Last Click,Pausada,7.55,610219.09,6.15
CAMP-0875,UGC_Organico_2025_09,Instagram Ads,Beleza,2025-09-12,2025-12-24,54289.6,12462809,200736,14923,First Click,Finalizada,4.16,225844.74,3.64
CAMP-0876,Influenciador_Verao_2025,TikTok Ads,Lifestyle,2025-12-16,2025-12-31,45535.78,17468531,251925,13486,First Click,Pausada,5.21,237241.41,3.38
CAMP-0877,LTV_Expansion_2025,TikTok Ads,Beleza,2025-07-18,2025-10-29,50297.96,13668950,336378,16801,Linear,Pausada,5.96,299775.84,2.99
CAMP-0878,Liquida_Beleza_2025_09,TikTok Ads,Lifestyle,2025-09-18,2025-12-31,59481.02,13588585,692463,41160,First Click,Finalizada,4.1,243872.18,1.45
CAMP-0879,Cyber_Monday_2024,Email Marketing,Lifestyle,2024-11-06,2024-11-25,69702.91,14901922,443332,13644,Linear,Finalizada,1.55,108039.51,5.11
CAMP-0880,Performance_Sempre_Ligada_2025_10,Email Marketing,Moda,2025-10-24,2025-11-02,73255.54,9762534,395633,33739,Linear,Finalizada,3.97,290824.49,2.17
CAMP-0881,Influenciador_Inverno_2025,Marketplace,Geral,2025-04-28,2025-07-02,86822.6,13594761,442547,39124,First Click,Finalizada,2.17,188405.04,2.22
CAMP-0882,Dia_Das_Maes_2024_08,Google Ads,Geral,2024-08-08,2024-10-10,95651.08,37428046,1272971,28294,First Click,Pausada,3.87,370169.68,3.38
CAMP-0883,Natal_Presentes_2025,Google Ads,Acessórios,2025-02-01,2025-05-06,104074.11,41480927,2191552,38878,Linear,Finalizada,3.88,403807.55,2.68
CAMP-0884,Feed_Carousel_2025_09,Instagram Ads,Geral,2025-09-23,2025-12-31,57800.75,18052917,419442,22575,Last Click,Ativa,2.2,127161.65,2.56
CAMP-0885,Liquida_Beleza_2025,Orgânico,Geral,2025-11-15,2025-12-07,17688.85,2900966,147693,13719,Linear,Pausada,2.47,43691.46,1.29
CAMP-0886,TikTok_Viral_2023,Influenciador,Beleza,2023-08-07,2023-09-25,55097.39,16909748,796958,74330,Last Click,Pausada,6.95,382926.86,0.74
CAMP-0887,TikTok_Viral_2025_05,Orgânico,Lifestyle,2025-05-20,2025-12-31,16974.51,4192184,39192,4186,Linear,Ativa,2.16,36664.94,4.06
CAMP-0888,Natal_Presentes_2025_05,Google Ads,Geral,2025-05-16,2025-08-17,18702.07,6315007,92734,7123,First Click,Finalizada,3.64,68075.53,2.63
CAMP-0889,Liquida_Beleza_2025_05,TikTok Ads,Beleza,2025-05-05,2025-06-14,86592.5,27583721,1649454,90130,Linear,Finalizada,7.82,677153.35,0.96
CAMP-0890,Performance_Beleza_2025,Google Ads,Geral,2025-06-17,2025-10-12,77875.51,27930076,923556,58405,Last Click,Finalizada,3.95,307608.26,1.33
CAMP-0891,Lookalike_Gold_2023_04,Google Ads,Lifestyle,2023-04-05,2023-07-20,78069.6,15151784,483110,53334,Linear,Pausada,3.75,292761.0,1.46
CAMP-0892,Retargeting_Carrinho_2024_11,Google Ads,Beleza,2024-11-02,2024-11-21,60988.5,10177244,590342,60879,First Click,Finalizada,3.97,242124.35,1.0
CAMP-0893,Branding_Awareness_2025,Marketplace,Geral,2025-04-08,2025-07-18,82825.94,23875265,495281,42524,Last Click,Pausada,4.92,407503.62,1.95
CAMP-0894,Lancamento_Colecao_2023_12,Email Marketing,Lifestyle,2023-12-07,2023-12-22,62802.41,6247385,123913,9222,First Click,Pausada,1.39,87295.35,6.81
CAMP-0895,Liquidacao_Julho_2023,Influenciador,Moda,2023-08-04,2023-10-10,12165.13,3267557,127798,5494,First Click,Pausada,12.99,158025.04,2.21
CAMP-0896,Dia_Das_Maes_2025_04,Orgânico,Acessórios,2025-04-19,2025-07-13,119070.07,19117805,557719,22187,Linear,Finalizada,3.03,360782.31,5.37
CAMP-0897,LTV_Expansion_2024,Influenciador,Lifestyle,2024-09-08,2024-12-10,75185.42,8696729,411736,12368,Last Click,Finalizada,14.63,1099962.69,6.08
CAMP-0898,Feed_Carousel_2023,Marketplace,Beleza,2023-02-25,2023-04-11,111050.38,24633580,1014162,70225,First Click,Pausada,1.43,158802.04,1.58
CAMP-0899,Black_Friday_Main_2025,Google Ads,Lifestyle,2025-05-11,2025-07-17,82232.61,30986602,586736,49231,First Click,Pausada,3.77,310016.94,1.67
